budget,revenue,original_title,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0,32416586,The Sandlot,David M. Evans,sport|fence|baseball glove|lip flubby|steak on black eye,101,Comedy|Family,20th Century Fox,147,7.1,1993
42000000,270248367,The Firm,Sydney Pollack,fbi|law|tennessee|lawyer|law firm,154,Drama|Mystery|Thriller,Paramount Pictures|Mirage Enterprises|Davis Entertainment,258,6.5,1993
15000000,10611160,The Dark Half,George A. Romero,sheriff|pseudonym|author|family|high toned,122,Mystery|Horror,Orion Pictures|George A. Romero Productions,28,4.9,1993
0,0,Nowhere to Run,Robert Harmon,prisoner|fight|liberation|shelter,94,Action|Adventure|Drama|Thriller,Columbia Pictures,60,5.6,1993
28000000,39514713,Hocus Pocus,Kenny Ortega,witch|halloween|salem|trick or treating|spellcasting,96,Comedy|Family|Fantasy,Walt Disney Pictures,278,6.1,1993
0,0,Point of No Return,John Badham,assassin|death penalty|doomed man|lethal injection,108,Crime|Drama|Thriller,Warner Bros.|Art Linson Productions,55,6.3,1993
13000000,65796862,In the Name of the Father,Jim Sheridan,bomb|prison|father-son relationship|1970s|faith,133,Drama,Universal Pictures|Hell's Kitchen Films,156,7.4,1993
13000000,428868,Body Snatchers,Abel Ferrara,military base|toxic|sleeping|extraterrestrial invasion|extraterrestrial life form,87,Horror|Science Fiction|Thriller,Warner Bros. Pictures|Dorset Productions|Robert H. Solo Productions,28,5.5,1993
20000000,153698625,Free Willy,Simon Wincer,social work|social worker|human being-animal relationship|whale|freedom,112,Family|Adventure,Canal Plus|Regency Enterprises|Alcor Films|Warner Bros.|Donner/Shuler-Donner Productions,226,5.9,1993
0,11081586,Mad Dog and Glory,John McNaughton,fistfight|police|life-saver|cop|singing,96,Comedy|Crime|Romance|Drama,Universal Pictures|Mad Dog Productions,25,5.3,1993
0,36448200,Son in Law,Steve Rash,college|thanksgiving|farm|liar|pancreas,95,Comedy|Drama|Romance,Hollywood Pictures,40,5.9,1993
0,0,The Vanishing,George Sluizer,buried alive,109,Thriller|Drama|Mystery,Twentieth Century Fox Film Corporation,54,5.9,1993
0,0,Joshua Tree,Vic Armstrong,sports car|revenge|escape|dirty cop|crime,106,Action|Thriller,Stone Group Pictures|Epico Productions|Horned Toad Productions,14,5.3,1993
0,4104962,This Boyâ€™s Life,Michael Caton-Jones,single parent|jealousy|opression|seattle|car mechanic,115,Drama,Warner Bros.|Knickerbocker Films,85,6.7,1993
30,0,Striking Distance,Rowdy Herrington,philadelphia|boat|observer|serial killer|homicide detective,102,Crime|Action|Mystery|Thriller,Columbia Pictures Industries|Columbia Films S.A.,108,5.3,1993
7000000,116700000,The Piano,Jane Campion,love triangle|scotland|mother|adultery|sexuality,121,Romance|Drama,New South Wales Film & Television Office|The Australian Film Commission|CiBy 2000|Jan Chapman Productions,131,6.8,1993
35000000,18635620,Geronimo: An American Legend,Walter Hill,apache|historical figure|historical|cavalry|american indian,115,Action|Drama|Western,Columbia Pictures,19,6.1,1993
35000000,0,Bound by Honor,Taylor Hackford,juvenile prison|artist|jail|east l.a.|hood,180,Action|Crime|Drama|Thriller,Hollywood Pictures,61,7.7,1993
0,0,Homeward Bound: The Incredible Journey,Duwayne Dunham,cat|travel|dog,84,Adventure|Comedy|Drama|Family,Walt Disney Pictures,111,6.6,1993
8000000,0,Much Ado About Nothing,Kenneth Branagh,shakespeare|bachelor|new love|rage and hate|lover,111,Drama|Comedy|Romance,Renaissance Films|American Playhouse Theatrical Films,95,6.9,1993
17000000,44456478,The Good Son,Joseph Ruben,suspense|business trip|child psychiatrist|fratricide|opening in the ice,87,Drama|Horror|Thriller,Twentieth Century Fox Film Corporation,94,6.2,1993
0,47965000,Wayne's World 2,Stephen Surjik,love of one's life|tv show|talk show|tv series|kiss,95,Comedy,Paramount Pictures,131,5.7,1993
18000000,74189677,Hard Target,John Woo,new orleans|mercenary|hunting human beings|money|drifter,97,Action|Adventure|Crime|Thriller,Universal Pictures|Renaissance Pictures|Alphaville Films,115,5.9,1993
11500000,23237911,The Remains of the Day,James Ivory,newspaper|butler|country house|loyalty|flower,134,Drama|Romance,Columbia Pictures|Merchant Ivory Productions,96,7.1,1993
6000000,5617391,Batman: Mask of the Phantasm,Bruce Timm|Eric Radomski,super powers,76,Animation|Action|Adventure|Family,DC Comics|Warner Bros. Animation,98,7.2,1993
34000000,32255440,The Age of Innocence,Martin Scorsese,upper class|new york|lover|countess|lawyer,139,Drama|Romance,Columbia Pictures,76,6.7,1993
0,0,Trois couleurs : Bleu,Krzysztof KieÅ›lowski,paris|composer|pain|loss of husband|to compose,98,Drama|Music|Mystery,France 3 CinÃ©ma|CED Productions,167,7.5,1993
0,0,Rising Sun,Philip Kaufman,japan|usa|corruption|detective|journalist,125,Action|Drama|Thriller,Twentieth Century Fox Film Corporation|Walrus & Associates,98,5.8,1993
0,0,Fearless,Peter Weir,grief|disaster|guilt|mental health,122,Drama,Spring Creek Productions|Warner Bros.,23,6.5,1993
0,0,Another Stakeout,John Badham,staatsanwÃ¤ltin|cops|gangster|stakeout|police stakeout,105,Action|Comedy,Touchstone Pictures,18,4.9,1993
0,63000000,Dave,Ivan Reitman,coma|white house|u.s. president|apoplectic stroke|doppelganger,110,Comedy,Donner/Shuler-Donner Productions|Warner Bros.|Northern Lights Entertainment,99,6.2,1993
0,0,Needful Things,Fraser Clarke Heston,sheriff|based on novel|small town|strangeness|manipulation,120,Action|Drama|Horror|Thriller,New Line Cinema|Castle Rock Entertainment,44,6.0,1993
32000000,36733909,Alive,Frank Marshall,rugby|stranded|survival|plane wreck|plane crash,120,Action|Adventure|Drama|Thriller,Paramount Pictures|Touchstone Pictures,198,6.7,1993
0,46405336,Malice,Harold Becker,married couple|insurance fraud|boarder|suspense|child wish,107,Drama|Crime,Columbia Pictures|New Line Cinema|Castle Rock Entertainment|Nelvana Limited,47,6.0,1993
0,18994653,Sniper,Luis Llosa,fistfight|waterfall|jungle|marine|sniper rifle,98,Action|Drama|Thriller,TriStar Pictures|Iguana Producciones|Baltimore Pictures|Sniper Productions,52,6.1,1993
3000000,15,Jason Goes to Hell: The Final Friday,Adam Marcus,series of murders|jason vorhees,87,Horror|Thriller,New Line Cinema|Sean S. Cunningham Films,86,3.9,1993
0,140081992,Sommersby,Jon Amiel,southern u.s.|wife husband relationship|amnesia|war veteran|return,109,Drama|Thriller|Mystery|Romance,Canal Plus|Regency Enterprises|Alcor Films,43,5.9,1993
0,0,Grumpy Old Men,Donald Petrie,retiree|old friends|aftercreditsstinger|duringcreditsstinger|ice fishing,103,Comedy|Family|Romance,Warner Bros.|Lancaster Gate|John Davis,87,6.4,1993
8,27,National Lampoon's Loaded Weapon 1,Gene Quintano,cocaine|police|spoof|los angeles,84,Comedy,New Line Cinema,72,5.5,1993
0,0,Look Who's Talking Now!,Tom Ropelewski,siblings|monolog|puppy|dog|family,96,Romance|Comedy|Family,TriStar Pictures,101,4.8,1993
12000000,22750363,Rudy,David Anspaugh,american football|biography|sport|family relationships|aspiration,114,Drama,TriStar Pictures,113,7.2,1993
22000000,0,Shadowlands,Richard Attenborough,bachelor|stroke of fate|brother|oxford|author,131,Drama|Romance,Shadowlands Productions|Savoy Pictures,33,6.8,1993
0,3200000,Splitting Heirs,Robert Young,black comedy|inheritance|incest,87,Comedy|Foreign,Universal Pictures|Prominent Features,11,3.4,1993
0,0,Coneheads,Steve Barron,extraterrestrial technology|alien life-form|space invasion,88,Comedy|Science Fiction|Family,Paramount Pictures,115,4.8,1993
15000000,118243066,Beethoven's 2nd,Rod Daniel,holdings|sell|puppy|st. bernard's dog,89,Family|Comedy,Universal Pictures|Northern Lights Entertainment,84,5.0,1993
0,25000000,Gettysburg,Ronald F. Maxwell,civil war|troops|independence day|army|battle,254,War|Drama|History,TriStar Television|Esparza / Katz Productions,46,6.4,1993
0,6110979,Short Cuts,Robert Altman,suicide|loss of son|helicopter|cheating|fishing,187,Comedy|Drama,Fine Line Features|Spelling Entertainment|Avenue Entertainment,52,5.9,1993
20000000,11585483,So I Married an Axe Murderer,Thomas Schlamme,butcher|sister|murder|scottish|axe murder,93,Comedy|Crime|Romance,TriStar Pictures,72,6.2,1993
25000000,6,The House of the Spirits,Bille August,central and south america|violence in family|farm worker|farm|coup d'etat,140,Romance|Drama,Det Danske Filminstitut|Spring Creek Productions|Eurimages|Costa do Castelo Filmes|Neue Constantin Film,52,6.7,1993
0,7770731,Sirens,John Duigan,female nudity|pastor|married couple|seduction|painting,98,Comedy|Drama,Miramax Films|Sarah Radclyffe Productions - Sirens Limited|British Screen Finance Ltd|Samson Productions II,15,5.4,1993
0,0,Weekend at Bernie's II,Robert Klane,re animate|conga|dancing corpse|yanked off bikini top,97,Comedy,TriStar Pictures|Artimm,37,5.2,1993
0,0,Naked,Mike Leigh,reference to the book of revelation,131,Comedy|Drama,Thin Man Films,36,6.8,1993
0,0,Babylon 5: The Gathering,Richard Compton,galaxy|alien life-form|war|killer|space centre,89,Science Fiction|Action|Adventure,Babylonian Productions|Synthetic Worlds|Rattlesnake Productions,21,6.6,1993
38000000,266614059,Indecent Proposal,Adrian Lyne,gambling|adultery|love of one's life|shortage of money|millionaire,117,Drama,Paramount Pictures,152,5.6,1993
19000000,0,Arizona Dream,Emir Kusturica,flying|arizona|car dealer|american dream|self-discovery,142,Fantasy|Comedy|Drama|Romance,Hachette PremiÃ¨re|Canal+|Constellation|Union GÃ©nÃ©rale CinÃ©matographique (UGC),86,7.1,1993
10000000,0,Romeo Is Bleeding,Peter Medak,police operation|sex addiction|police|mafia boss|suspense,100,Action|Crime|Drama|Thriller,Working Title Films|Polygram Filmed Entertainment|Hilary Henkin,18,5.6,1993
3500000,27900000,Menace II Society,Albert Hughes|Allen Hughes,black people|drug dealer|ghetto|weapon|delinquency,97,Drama|Action|Crime,New Line Cinema,94,7.1,1993
12,0,The Tommyknockers,John Power,ufo|alien,181,Horror|Science Fiction,Konigsberg/Sanitsky Company,29,4.9,1993
30000000,13273595,Body of Evidence,Uli Edel,sex|infidelity|eroticism|nudity|seduction,99,Drama|Thriller|Romance,Metro-Goldwyn-Mayer (MGM),25,4.4,1993
0,27484464,My Life,Bruce Joel Rubin,baby|cancer|independent film|death|expectant mother,114,Drama|Romance,Columbia Pictures Corporation|Zucker Brothers Productions|Capella Films,19,5.9,1993
33000000,0,Heaven & Earth,Oliver Stone,vietnam|vietnam war|biography|dog|immigrant experience,140,History|War|Action|Drama,Regency Enterprises|Warner Bros.,28,6.5,1993
0,0,Sharpe's Rifles,Tom Clegg,napoleonic wars,102,Action|Adventure|History|War,Central|Picture Palace|Celtic Films Entertainment,11,4.5,1993
0,24760338,The Man Without a Face,Mel Gibson,secret|suspicion|face transplant|friendship|boarding school,114,Drama,Icon Entertainment International|Warner Bros.,46,5.7,1993
0,16589540,Heart and Souls,Ron Underwood,afterlife,104,Fantasy|Drama|Comedy|Science Fiction|Romance,Universal Pictures|Stampede Entertainment|Alphaville Films,31,6.2,1993
8000000,2000000,Red Rock West,John Dahl,sheriff|wyoming|hitman|bag of money|films soleil,98,Crime|Drama|Thriller,Propaganda Films|PolyGram Filmed Entertainment,27,6.1,1993
0,0,What's Love Got to Do with It,Brian Gibson,price of fame|tina turner|black woman|cameo appearance by real life subject|african american music,118,Drama|Music,Touchstone Pictures,33,7.3,1993
0,0,Six Degrees of Separation,Fred Schepisi,con man|new york city|art|art dealer,112,Mystery|Drama|Comedy,Metro-Goldwyn-Mayer (MGM)|New Regency Pictures|Maiden Movies,32,6.3,1993
0,0,Amos & Andrew,E. Max Frye,press|bad cop,96,Action|Comedy,Columbia Pictures|New Line Cinema|Castle Rock Entertainment,21,4.8,1993
900000,8556940,Leprechaun,Mark Jones,daughter|kobold|kleeblatt|north dakota|murder,92,Comedy|Horror|Thriller,Trimark Pictures,51,5.5,1993
0,0,Body Bags,John Carpenter|Tobe Hooper|Larry Sulkis,baseball|anthology|mechanic|hair loss|horror anthology,94,Horror,Showtime Networks,21,5.3,1993
0,53579269,Rookie of the Year,Daniel Stern,baseball|sport,103,Comedy|Family,Twentieth Century Fox Film Corporation,40,5.8,1993
0,0,Fatal Instinct,Carl Reiner,spoof|private detective,91,Comedy,Metro-Goldwyn-Mayer (MGM),16,5.4,1993
750000,0,Bad Boy Bubby,Rolf de Heer,nurse|cat|torture|buxom|groping,114,Crime|Drama,Australian Film Finance Corporation|Fandango|South Australian Film Corporation|Bubby Productions,28,7.1,1993
0,0,And the Band Played On,Roger Spottiswoode,gay|aids|made for cable tv|hiv|doctor,140,Drama,HBO Films,12,4.4,1993
0,0,The Secret Garden,Agnieszka Holland,based on novel|indian|servant|secret|garden,102,Fantasy|Drama|Family,American Zoetrope|Warner Bros.,113,7.0,1993
35000000,4858139,Little Buddha,Bernardo Bertolucci,buddhist|tibet|reincarnation|buddha|siddhartha,140,Drama|History,Miramax Films,33,5.8,1993
1500000,418961,Killing Zoe,Roger Avary,paris|prostitute|robbery|drug abuse|aids,96,Action|Crime|Drama|Thriller,Live Entertainment,46,5.8,1993
0,0,Mr. Jones,Mike Figgis,depression|therapist|symphony|piano|psychiatrist patient relationship,114,Drama|Romance,TriStar Pictures|Rastar Films,14,5.5,1993
14000000,27515786,Poetic Justice,John Singleton,loss of lover|sadness|los angeles|road movie,109,Drama|Romance,Columbia Pictures,24,6.8,1993
0,9532895,Matinee,Joe Dante,florida|cold war|movie theater|premiere|bomb shelter,99,Comedy|Drama,Universal Pictures|Falcon Productions|Renfield Productions,15,6.0,1993
0,7266383,Searching for Bobby Fischer,Steven Zaillian,chess|hustler|child prodigy|new york city,110,Drama,Mirage Enterprises,37,7.2,1993
8000000,0,Even Cowgirls Get the Blues,Gus Van Sant,transvestism|lesbian|cowgirl|hitchhiking|lbgt,96,Western|Drama|Comedy|Romance,Fine Line Features,14,4.5,1993
0,1499795,M. Butterfly,David Cronenberg,china|opera singer,101,Drama|Romance,Geffen Pictures|Warner Bros.,11,6.4,1993
900000,6980986,Children of the Corn II: The Final Sacrifice,David Price,indian|possession,92,Horror|Mystery,Corn Cobb Productions|Dimension Films|Fifth Avenue Entertainment,15,4.7,1993
0,5632086,Swing Kids,Thomas Carter,suicide|world war ii|musical|anti semitism|nazi resistance,112,Music|Drama,Hollywood Pictures|Touchwood Pacific Partners 1,36,7.1,1993
0,23042200,The Program,David S. Ward,american football|sport,112,Drama,Touchstone Pictures,15,5.9,1993
11000000,32861136,The Joy Luck Club,Wayne Wang,based on novel|mother daughter relationship|chinese|family|chinese american,139,Drama,Hollywood Pictures,17,6.8,1993
22000000,0,Made in America,Richard Benjamin,car dealer|anonymity|high school|sperm donor,111,Comedy,Regency Enterprises|Warner Bros.,41,5.6,1993
0,0,The Beverly Hillbillies,Penelope Spheeris,arkansas|oil|based on tv series|billionaire|hillbilly,93,Comedy,20th Century Fox,40,5.3,1993
0,0,Cop and Â½,Henry Winkler,police|murder|drug|police shootout|laundry drying on clothes line,97,Action|Comedy|Family,Imagine Entertainment|Universal Pictures,11,5.1,1993
0,18899204,Untamed Heart,Tony Bill,love|tragedy|orphan|baboon,102,Comedy|Drama|Romance,Metro-Goldwyn-Mayer (MGM),24,5.9,1993
0,0,Warlock: The Armageddon,Anthony Hickox,armageddon|warlock,98,Fantasy|Horror|Science Fiction,Tapestry Films|Trimark Pictures,20,5.4,1993
6000000,13609396,The Crush,Alan Shapiro,journalist|obsession|revenge|suspense|erotic thriller,89,Drama|Thriller,Warner Bros.|Morgan Creek Productions,28,5.9,1993
19885552,19724334,Fire in the Sky,Robert Lieberman,based on novel|biography|police|woods|ufo,109,Drama|Horror|Thriller|Mystery,Paramount Pictures,49,6.4,1993
0,9317021,We're Back! A Dinosaur's Story,Phil Nibbelink|Simon Wells|Dick Zondag|Ralph Zondag,prehistoric|dinosaur|prehistoric creature|prehistoric adventure|prehistoric times,64,Animation|Science Fiction|Family,Universal Studios|Amblin Entertainment|Amblimation,50,5.7,1993
0,0,King of the Hill,Steven Soderbergh,marbles|elevator operator|bellboy|lock child|living alone,103,Drama,Gramercy Pictures,12,5.4,1993
0,0,American Ninja 5,Bobby Gene Leonard,ninjas,102,Action|Thriller,Cannon Group|International Movie Service S.r.l.,10,4.2,1993
0,0,"Double, Double, Toil and Trouble",Stuart Margolin,halloween|twins,96,Family,Dualstar Productions,12,6.1,1993
0,0,Cronos,Guillermo del Toro,industrialist|scarab|invention|immortality|aging,94,Drama|Horror|Thriller,CNCAIMC,57,5.9,1993
5000000,0,Cyborg 2,Michael Schroeder,cyborg|assassin|nudity|future|sequel,99,Action|Adventure|Science Fiction,Trimark Pictures|Anglo-American Film Corporation,15,3.5,1993
0,0,Sing si lip yan,Wong Jing,martial arts|terrorist|boat|hostage|spoof,105,Action|Adventure|Comedy|Romance,Golden Harvest Company|Golden Way Films Ltd.|Paragon Films Ltd.,38,6.6,1993
0,3418141,Father Hood,Darrell James Roodt,highway|police|road trip|based on true story|reporter,95,Action|Comedy|Family,Hollywood Pictures,10,5.9,1993
0,194720,Zhong an zu,Kirk Wong,hostage|kidnapping|car chase,103,Action|Crime|Drama|Foreign|Thriller,Golden Harvest Company,18,6.5,1993
0,12416686,Undercover Blues,Herbert Ross,baby|married couple|arms dealer|vacation|agent,90,Comedy|Crime,Metro-Goldwyn-Mayer (MGM),15,5.8,1993
6000000,12974636,Man's Best Friend,John Lafia,killer|dog|mutated,97,Horror|Science Fiction|Thriller,New Line Cinema|Roven-Cavallo Entertainment,10,5.5,1993
0,1796389,Boxing Helena,Jennifer Chambers Lynch,dream|nudity|suspense|unrequited love|kidnapping,107,Drama|Romance,Mainline Pictures,27,4.6,1993
0,3956913,Fong Sai Yuk,Corey Yuen Kwai,kung fu,106,Adventure|Action|Comedy,Eastern Productions,20,7.1,1993
14000000,0,The Thing Called Love,Peter Bogdanovich,country music,116,Music|Drama|Romance,Paramount Pictures,14,5.8,1993
125000,0,Cannibal! The Musical,Trey Parker,musical,97,Comedy|History|Horror,Avenging Conscience|Troma Entertainment|Cannibal Films Ltd.,19,6.7,1993
0,6574896,Once Upon a Forest,Charles Grosvenor,friendship|animal,71,Animation|Family|Adventure,Hanna-Barbera Productions,12,6.1,1993
0,0,Just One of the Girls,Michael Keusch,cheerleader|role reversal|high school,91,Comedy,Entertainment Securities,10,6.4,1993
30,0,The Meteor Man,Robert Townsend,street gang|hero|music teacher|supernatural powers|superhero,100,Fantasy|Action|Comedy|Science Fiction|Family,Metro-Goldwyn-Mayer (MGM)|Tinsel Townsend,12,4.8,1993
14000000,63513743,Dragon: The Bruce Lee Story,Rob Cohen,life and death|martial arts|training|bruce lee,120,Drama|Action,Universal Pictures,72,6.9,1993
0,0,The Snapper,Stephen Frears,pub|apparition|independent film|mother daughter relationship|irish,91,Comedy|Drama,Miramax Films|BBC Films,10,5.6,1993
0,0,Mr. Nanny,Michael Gottlieb,nanny|wrestler,84,Family|Comedy|Action,New Line Cinema,25,5.2,1993
2000000,54207,Return of the Living Dead 3,Brian Yuzna,gang|zombies,97,Horror|Romance|Science Fiction,Ozla Productions,34,5.6,1993
0,0,Doppelganger,Avi Nesher,shower|nudity|nightmare|seduction|stalker,104,Horror|Mystery|Thriller,Planet Productions,10,5.5,1993
0,0,The Adventures of Huck Finn,Stephen Sommers,southern accent|wanted man|lynch mob|reflection in water|lesson,108,Action|Adventure|Drama|Family,Walt Disney Pictures,15,6.6,1993
0,0,å¤ªæžå¼ ä¸‰ä¸°,Yuen Woo-Ping,buddhism|monk|rebel|martial arts|emperor,96,Action|Comedy|Drama|Thriller,Golden Harvest Company|Eastern Productions,29,7.0,1993
0,0,My Boyfriend's Back,Bob Balaban,zombies|hen|graveyard|strapped down,85,Comedy|Romance,Touchstone Pictures,10,4.8,1993
0,0,The Real McCoy,Russell Mulcahy,prison|master thief|motherly love|bank robbery,100,Action|Crime|Drama|Thriller,Universal Pictures,21,5.6,1993
0,4916135,Surf Ninjas,Neal Israel,surfing|surf|ninjas,87,Action|Adventure|Comedy|Family,New Line Cinema,20,5.3,1993
1000000,6933459,Xi yan,Ang Lee,gay|new york|father-son relationship|wife husband relationship|coming out,109,Comedy|Drama|Romance,Ang Lee Productions|Good Machine,20,6.8,1993
68000,0,"Clean, Shaven",Lodge Kerrigan,schizophrenia|terror|sex|paranoia|adoption,79,Drama|Crime,DSM III|Warner Bros.,11,6.3,1993
0,0,AcciÃ³n mutante,Ãlex de la Iglesia,terrorist|mutant|future,94,Action|Comedy|Science Fiction,CiBy 2000|El Deseo S.A.,18,5.6,1993
0,17953778,CB4,Tamra Davis,rap|hip-hop|wheelchair|jeep|satire,89,Music|Comedy,Universal Pictures,16,6.5,1993
4000000,205843612,The Jungle Book,Wolfgang Reitherman,indian|snake|lion|musical|feral child,78,Family|Animation|Adventure,Walt Disney Pictures,928,7.0,1967
3000000,104397102,The Graduate,Mike Nichols,seduction|college|romance|wedding|older woman younger man relationship,106,Comedy|Drama|Romance,Embassy Pictures Corporation|Lawrence Turman,426,7.5,1967
12000000,41744718,Casino Royale,Val Guest|Ken Hughes|John Huston|Joseph McGrath|Robert Parrish,scotland|casino|queen|intelligence|stutter,131,Adventure|Action|Comedy,Columbia Pictures Corporation|Famous Artists Productions,76,5.4,1967
9500000,111584787,You Only Live Twice,Lewis Gilbert,london|japan|england|assassination|helicopter,117,Action|Thriller|Adventure,Eon Productions,301,6.2,1967
2500000,50700000,Bonnie and Clyde,Arthur Penn,ambush|sheriff|waitress|prohibition|texas,111,Crime|Drama,Tatira-Hiller Productions|Warner Brothers/Seven Arts,153,7.6,1967
0,0,Belle de jour,Luis BuÃ±uel,pornography|prostitute|adultery|double life|dual identity,101,Drama|Romance,Paris Films Productions|Five Films|Robert et Raymond Hakim,78,6.9,1967
3000000,16217773,Cool Hand Luke,Stuart Rosenberg,prison|rebel|loss of mother|harassment|imprisonment,126,Crime|Drama,Warner Bros.|Jalem Productions,171,7.2,1967
4000000,11000000,Wait Until Dark,Terence Young,photographer|heroin|police|murder|neighbor,108,Crime|Drama|Thriller,Warner Bros.,42,7.5,1967
0,0,Dance of the Vampires,Roman Polanski,professor|vampire,108,Comedy|Horror,Filmways Pictures|Cadre Films|Metro-Goldwyn-Mayer (MGM),61,6.7,1967
947000,0,The Producers,Mel Brooks,adolf hitler|musical|theatrical producer|eva braun|playwright,88,Comedy,Embassy Pictures Corporation|Crossbow Productions,70,6.8,1967
0,0,Billion Dollar Brain,Ken Russell,england|spy|texas|cold war|anti-communism,111,Thriller,Lowndes Productions Limited,13,4.6,1967
25000000,45300000,The Dirty Dozen,Robert Aldrich,based on novel|world war ii|nazis|castle|secret mission,150,Action|Adventure|War,Metro-Goldwyn-Mayer (MGM)|Seven Arts Pictures|MKH,168,7.2,1967
2000000,27379978,In the Heat of the Night,Norman Jewison,southern u.s.|black people|small town|police chief|suspect,109,Crime|Drama|Mystery|Thriller,"United Artists|Mirisch Corporation, The",83,7.0,1967
640000,0,"To Sir, with Love",James Clavell,london|education|teacher|school,105,Drama,Columbia British Productions,29,7.2,1967
4000000,56666667,Guess Who's Coming to Dinner,Stanley Kramer,san francisco|marriage proposal|ruling class|vacation|interracial relationship,108,Comedy|Drama|Romance,Stanley Kramer Productions,72,7.4,1967
0,0,Quatermass and the Pit,Roy Ward Baker,paleontology|riot|spaceship|martian|hammer horror,97,Horror|Science Fiction,Hammer Film Productions,21,5.3,1967
3500000,0,In Cold Blood,Richard Brooks,murder|true crime|farmer,134,Crime|Drama,Columbia Pictures Corporation|Pax Enterprises,28,6.9,1967
0,0,The Taming of the Shrew,Franco Zeffirelli,love|suitor|merchant,122,Comedy|Drama|Romance,Columbia Pictures,15,5.2,1967
0,0,Carry On Doctor,Gerald Thomas,hospital,90,Comedy,The Rank Organisation,10,5.9,1967
18000000,9000000,Doctor Dolittle,Richard Fleischer,england|snail|vegetarian|rainstorm|shell,152,Adventure|Fantasy|Comedy|Family|Music,Twentieth Century Fox Film Corporation|APJAC Productions,16,5.1,1967
0,0,Hombre,Martin Ritt,apache|outlaw|stagecoach|lodging house|journey,111,Action|Drama|Western,Twentieth Century Fox Film Corporation|Hombre Productions,24,6.5,1967
5000000,50000000,Valley of the Dolls,Mark Robson,based on novel|musical|drug|cult classic,123,Music|Drama|Romance,Red Lion,13,6.2,1967
0,0,Barefoot in the Park,Gene Saks,love|lawyer|conservative|new york city|apartment,106,Comedy|Romance,Paramount Pictures|Hal Wallis Productions|Nancy Enterprises Inc. (I),37,6.9,1967
0,0,Two for the Road,Stanley Donen,europe|infidelity|marriage|on the road,111,Comedy|Drama|Romance,Twentieth Century Fox Film Corporation|Stanley Donen Films,20,6.7,1967
0,0,Point Blank,John Boorman,alcatraz|revenge|organized crime,92,Action|Adventure|Crime|Drama|Mystery,Metro-Goldwyn-Mayer (MGM)|Winkler Films,35,6.7,1967
0,6000000,The War Wagon,Burt Kennedy,gold|ranch|caper|gold shipment|wagon,96,Western,Universal Pictures|Batjac Productions|Marvin Schwartz Productions,16,6.3,1967
3500000,2000000,A Countess from Hong Kong,Charles Chaplin,usa|hong kong,120,Comedy|Romance,Universal Pictures|Chaplin Film Productions Ltd.,17,5.4,1967
65000,0,Spider Baby,Jack Hill |Bart Patton,inbreeding,81,Horror|Comedy|Science Fiction,Lasky-Monka,15,6.3,1967
0,0,Bedazzled,Stanley Donen,devil|seven deadly sins,103,Fantasy|Comedy|Romance,Twentieth Century Fox Film Corporation|Stanley Donen Films,16,5.7,1967
0,0,Dont Look Back,D.A. Pennebaker,england|guitar|rock star|pop star|musician,96,Documentary|Music,Docurama,19,6.9,1967
0,0,The Gnome-Mobile,Robert Stevenson,dancing|brother sister relationship|laughing|magic,85,Fantasy|Comedy|Family,Walt Disney Productions,12,5.5,1967
0,0,Thoroughly Modern Millie,George Roy Hill,hotel|love|pursuit|stenographer,138,Comedy|Music|Romance,Universal Pictures|Ross Hunter Productions Inc.,11,5.5,1967
0,0,Frankenstein Created Woman,Terence Fisher,frankenstein|hammer horror,92,Horror|Science Fiction,Hammer Film Productions,12,5.4,1967
200,0,Six Men Getting Sick,David Lynch,student movie|short,4,Animation,Pensylvania Academy of Fine Arts,16,5.2,1967
0,0,Who's That Knocking at My Door,Martin Scorsese,italian american|catholic guilt,90,Drama|Romance,Trimod Films,10,5.3,1967
2500000,78898765,From Russia With Love,Terence Young,venice|london|terror|england|assassination,115,Action|Thriller|Adventure,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,458,6.7,1963
0,0,The Sword in the Stone,Wolfgang Reitherman,kÃ¶nig arthur|merlin|knight|king arthur,79,Animation|Family,Walt Disney Productions,486,6.7,1963
2500000,11403529,The Birds,Alfred Hitchcock,pet shop|seclusion|playground|suspense|seagull,119,Horror,Alfred J. Hitchcock Productions,434,7.0,1963
4000000,13474588,Charade,Stanley Donen,paris|cia|age difference|love of one's life|interpreter,113,Comedy|Mystery|Romance|Thriller,Universal Pictures,187,7.5,1963
0,0,Dinner for One,Heinz Dunkhase,new year's eve,18,Comedy,Norddeutscher Rundfunk (NDR),19,6.3,1963
31115000,57750000,Cleopatra,Joseph L. Mankiewicz|Rouben Mamoulian|Darryl F. Zanuck,ancient rome|historical figure|cleopatra|julius caesar,248,Drama|History|Romance,Twentieth Century Fox Film Corporation|MCL Films S.A.|Walwa Films S.A.,68,6.3,1963
9400000,0,"It's a Mad, Mad, Mad, Mad World",Stanley Kramer,competition|prison|california|chase|national park,163,Comedy|Adventure|Action|Crime,Casey Productions,63,6.5,1963
0,10878107,The Pink Panther,Blake Edwards,slapstick|clouseau|pink panther|bumbling|clumsiness,115,Comedy|Crime,United Artists,102,6.8,1963
4000000,5000000,The Great Escape,John Sturges,based on novel|optimism|switzerland|baseball|famous score,172,Adventure|Drama|History|Thriller|War,The Mirisch Corporation,409,7.5,1963
